candidate_id,label,source,compound,tire_size,rim,pressure_psi,is_candidate,path,max_lateral_g__05mps,max_accel_g__05mps,max_brake_g__05mps,ggv_area_g2__05mps,max_lateral_g__10mps,max_accel_g__10mps,max_brake_g__10mps,ggv_area_g2__10mps,max_lateral_g__15mps,max_accel_g__15mps,max_brake_g__15mps,ggv_area_g2__15mps,max_lateral_g__20mps,max_accel_g__20mps,max_brake_g__20mps,ggv_area_g2__20mps,max_lateral_g__25mps,max_accel_g__25mps,max_brake_g__25mps,ggv_area_g2__25mps,mean_max_lateral_g,mean_max_accel_g,mean_max_brake_g,mean_ggv_area_g2,fz_min_seen_n,fz_max_seen_n,fz_range_exceeded,fz_max_excess_pct,use_mode,fnomin_n,fzmin_n,fzmax_n,unloaded_radius_m,width_m,rim_width_m,vertical_stiffness_n_per_m,vertical_damping_n_s_per_m,pdy1,pdy2,pky1,pky2,pky3,mu_y_400n,mu_y_ref,mu_y_900n,mu_y_1090n,mu_y_900n_vs_400n_pct,cornering_stiffness_ref_n_per_rad,cornering_stiffness_900n_n_per_rad,score_part_mean_max_lateral_g,score_part_max_lateral_g__25mps,score_part_mean_ggv_area_g2,score_part_ggv_area_g2__25mps,envelope_lateral_score,rank
Round_8_Hoosier_LC0_16x7p5_10_on_8in_8psi_PAC02_UM2,LC0 16x7p5_10 on 8in 8 psi,round8_fabricated_longitudinal_um3,LC0,16x7p5_10,8in,8.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_LC0_16x7p5_10_on_8in_8psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.6514285714285715,1.4466666666666668,1.6811111111111112,6.986352380952381,1.7000000000000002,1.4155555555555555,1.7566666666666668,7.424790476190476,1.7971428571428572,1.3844444444444444,1.8888888888888893,8.220498412698413,1.9914285714285715,1.3377777777777777,2.058888888888889,9.365003174603174,2.137142857142857,1.0733333333333333,2.285555555555556,10.298707936507936,1.8554285714285714,1.3315555555555554,1.9342222222222225,8.459070476190476,181.84308597056935,1400.5385013825016,1,28.254441518544105,3.0,657.0,100.0,1092.0,0.2027,0.19,0.2032,80383.0,105.246,-2.52838,0.354884,-52.0765,2.01893,1.43985,2.667200681887367,2.52838,2.3971215342465753,2.2944914581430744,-10.125940259196316,27216.363601112156,31792.78947159906,0.5517241379310345,0.428571428571428,0.647947032485472,0.6050948430247428,0.534548829815689,13
Round_8_Hoosier_R25B_16x6_10_on_6in_10psi_PAC02_UM2,R25B 16x6_10 on 6in 10 psi,round8_fabricated_longitudinal_um3,R25B,16x6_10,6in,10.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x6_10_on_6in_10psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.7000000000000002,1.4466666666666668,1.6811111111111112,7.08932380952381,1.7485714285714287,1.4155555555555555,1.7566666666666668,7.591390476190476,1.8457142857142856,1.3844444444444444,1.8888888888888893,8.408092063492063,2.04,1.3377777777777777,2.058888888888889,9.585301587301588,2.2342857142857144,1.0733333333333333,2.285555555555556,10.553168253968254,1.913714285714286,1.3315555555555554,1.9342222222222225,8.645455238095238,181.84308597056935,1401.8080454999567,1,28.370700137358675,3.0,656.0,100.0,1092.0,0.2018,0.15,0.1524,85812.0,101.926,-2.69196,0.208388,-41.2245,1.49706,0.986324,2.7732821463414634,2.69196,2.6144498292682927,2.5540935487804877,-5.727232524202544,24981.823171731667,26940.618144466465,0.758620689655173,0.7142857142857146,0.8124511765266266,0.7774204159204705,0.7552747427015833,5
Round_8_Hoosier_R25B_16x6_10_on_6in_12psi_PAC02_UM2,R25B 16x6_10 on 6in 12 psi,round8_fabricated_longitudinal_um3,R25B,16x6_10,6in,12.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x6_10_on_6in_12psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.602857142857143,1.4466666666666668,1.6811111111111112,6.768644444444444,1.6514285714285715,1.4155555555555555,1.7566666666666668,7.200714285714286,1.7485714285714287,1.3844444444444444,1.8888888888888893,7.9786126984126975,1.8942857142857144,1.3377777777777777,2.058888888888889,9.080104761904762,2.0885714285714285,1.0733333333333333,2.285555555555556,9.995568253968257,1.7971428571428572,1.3315555555555554,1.9342222222222225,8.20472888888889,185.43673411613923,1397.444329894622,1,28.20590182519467,3.0,654.0,100.0,1090.0,0.2024,0.15,0.1524,91241.0,105.101,-2.41931,0.305179,-41.9396,2.11977,0.586818,2.5378351773700305,2.41931,2.3045178990825685,2.215857333333333,-9.193555214616012,21167.890563816327,25053.862318587737,0.34482758620689663,0.28571428571428537,0.42346384681337684,0.3998026387924432,0.3443865404086399,20
Round_8_Hoosier_R25B_16x6_10_on_6in_14psi_PAC02_UM2,R25B 16x6_10 on 6in 14 psi,round8_fabricated_longitudinal_um3,R25B,16x6_10,6in,14.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x6_10_on_6in_14psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.7485714285714287,1.4466666666666668,1.6811111111111112,7.242485714285714,1.7971428571428572,1.4155555555555555,1.7566666666666668,7.750003174603175,1.942857142857143,1.3844444444444444,1.8888888888888893,8.599571428571428,2.0885714285714285,1.3377777777777777,2.058888888888889,9.815853968253968,2.3314285714285714,1.0733333333333333,2.285555555555556,10.88183492063492,1.9817142857142858,1.3315555555555554,1.9342222222222225,8.857949841269841,181.57249516849458,1403.6326728703814,1,28.537790555895732,3.0,656.0,100.0,1092.0,0.2035,0.15,0.1524,98071.0,108.964,-2.89895,0.0,-44.1751,1.93401,1.25809,2.89895,2.89895,2.89895,2.89895,0.0,23645.885898206987,27350.67889821639,1.0,1.0,1.0,1.0,1.0,1
Round_8_Hoosier_R25B_16x6_10_on_6in_8psi_PAC02_UM2,R25B 16x6_10 on 6in 8 psi,round8_fabricated_longitudinal_um3,R25B,16x6_10,6in,8.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x6_10_on_6in_8psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.7000000000000002,1.4466666666666668,1.6811111111111112,7.197368253968254,1.7485714285714287,1.4155555555555555,1.7566666666666668,7.647679365079366,1.8942857142857144,1.3844444444444444,1.8888888888888893,8.47096507936508,2.04,1.3377777777777777,2.058888888888889,9.64299365079365,2.2342857142857144,1.0733333333333333,2.285555555555556,10.606542857142859,1.9234285714285715,1.3315555555555554,1.9342222222222225,8.71310984126984,177.97884702292464,1402.363128752926,1,28.657167775497804,3.0,654.0,100.0,1090.0,0.2004,0.15,0.1524,75129.0,95.3709,-2.6826,0.320975,-35.0996,1.22753,0.506268,2.80726001529052,2.6826,2.5618662844036697,2.4686166666666667,-8.741396577098136,22481.079414311687,22806.044851951883,0.7931034482758622,0.7142857142857146,0.8721634752786507,0.8135667556010391,0.7833634628617538,3
Round_8_Hoosier_R25B_16x6_10_on_7in_10psi_PAC02_UM2,R25B 16x6_10 on 7in 10 psi,round8_fabricated_longitudinal_um3,R25B,16x6_10,7in,10.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x6_10_on_7in_10psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.7000000000000002,1.4466666666666668,1.6811111111111112,7.097526984126985,1.7485714285714287,1.4155555555555555,1.7566666666666668,7.589555555555556,1.8457142857142856,1.3844444444444444,1.8888888888888893,8.409603174603175,2.04,1.3377777777777777,2.058888888888889,9.576450793650796,2.2342857142857144,1.0733333333333333,2.285555555555556,10.534441269841269,1.913714285714286,1.3315555555555554,1.9342222222222225,8.641515555555555,181.57249516849458,1401.8080454999567,1,28.48836347387321,3.0,655.0,100.0,1091.0,0.2027,0.15,0.1778,87914.0,106.51,-2.66137,0.267287,-50.8657,1.87951,0.925071,2.7654282977099234,2.66137,2.561392419847328,2.4838587862595416,-7.378093224530871,27631.063890495636,31746.65986990825,0.758620689655173,0.7142857142857146,0.8089739925693056,0.7647381309162666,0.7534849366075648,7
Round_8_Hoosier_R25B_16x6_10_on_7in_12psi_PAC02_UM2,R25B 16x6_10 on 7in 12 psi,round8_fabricated_longitudinal_um3,R25B,16x6_10,7in,12.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x6_10_on_7in_12psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.602857142857143,1.4466666666666668,1.6811111111111112,6.889209523809524,1.7000000000000002,1.4155555555555555,1.7566666666666668,7.31836507936508,1.7971428571428572,1.3844444444444444,1.8888888888888893,8.143161904761904,1.942857142857143,1.3377777777777777,2.058888888888889,9.219504761904762,2.137142857142857,1.0733333333333333,2.285555555555556,10.1388,1.8359999999999999,1.3315555555555554,1.9342222222222225,8.341808253968253,181.84308597056935,1398.713874012077,1,28.20475472154693,3.0,654.0,100.0,1091.0,0.203,0.15,0.1778,93868.0,110.058,-2.45162,0.413366,-52.3523,2.51499,0.433101,2.612162758409786,2.45162,2.2961337064220184,2.1760426666666666,-12.098367568036139,23510.495709483206,28835.53065362212,0.48275862068965464,0.428571428571428,0.5444507954653702,0.4968020174701212,0.4771606289485907,18
Round_8_Hoosier_R25B_16x6_10_on_7in_14psi_PAC02_UM2,R25B 16x6_10 on 7in 14 psi,round8_fabricated_longitudinal_um3,R25B,16x6_10,7in,14.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x6_10_on_7in_14psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.5542857142857143,1.4466666666666668,1.6811111111111112,6.667885714285715,1.6514285714285715,1.4155555555555555,1.7566666666666668,7.1384349206349205,1.7485714285714287,1.3844444444444444,1.8888888888888893,7.912825396825396,1.8942857142857144,1.3377777777777777,2.058888888888889,9.013561904761904,2.0885714285714285,1.0733333333333333,2.285555555555556,9.895673015873015,1.7874285714285711,1.3315555555555554,1.9342222222222225,8.12567619047619,189.03038226170918,1396.1747857771668,1,27.972024360876883,3.0,655.0,100.0,1091.0,0.2041,0.15,0.1778,98947.0,112.996,-2.41458,0.229082,-54.7753,2.66171,0.901836,2.503764595419847,2.41458,2.3288928396946567,2.262441572519084,-6.984352923796609,23623.96991821531,29247.9049344529,0.31034482758620596,0.28571428571428537,0.35369153091359373,0.3321516026461013,0.3116383480297275,22
Round_8_Hoosier_R25B_16x6_10_on_7in_8psi_PAC02_UM2,R25B 16x6_10 on 7in 8 psi,round8_fabricated_longitudinal_um3,R25B,16x6_10,7in,8.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x6_10_on_7in_8psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.6514285714285715,1.4466666666666668,1.6811111111111112,7.113609523809524,1.7485714285714287,1.4155555555555555,1.7566666666666668,7.6048825396825395,1.8457142857142856,1.3844444444444444,1.8888888888888893,8.414622222222224,1.9914285714285715,1.3377777777777777,2.058888888888889,9.573158730158731,2.185714285714286,1.0733333333333333,2.285555555555556,10.509130158730162,1.8845714285714288,1.3315555555555554,1.9342222222222225,8.643080634920636,181.57249516849458,1401.8080454999567,1,28.48836347387321,3.0,654.0,100.0,1091.0,0.201,0.15,0.1778,77406.0,99.9423,-2.58408,0.441859,-44.311,1.62244,0.585738,2.7556888470948016,2.58408,2.417876155963303,2.2895073333333333,-12.258738554160038,25888.37841002979,28591.001488300193,0.6551724137931042,0.571428571428572,0.8103553396208455,0.7475969445561221,0.6625691530342075,10
Round_8_Hoosier_R25B_16x7p5_10_on_7in_10psi_PAC02_UM2,R25B 16x7p5_10 on 7in 10 psi,round8_fabricated_longitudinal_um3,R25B,16x7p5_10,7in,10.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x7p5_10_on_7in_10psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.6514285714285715,1.4466666666666668,1.6811111111111112,7.041777777777778,1.7485714285714287,1.4155555555555555,1.7566666666666668,7.489822222222222,1.8457142857142856,1.3844444444444444,1.8888888888888893,8.345812698412697,1.9914285714285715,1.3377777777777777,2.058888888888889,9.507155555555556,2.185714285714286,1.0733333333333333,2.285555555555556,10.465092063492062,1.8845714285714288,1.3315555555555554,1.9342222222222225,8.569932063492065,181.84308597056935,1400.5385013825016,1,28.254441518544105,3.0,657.0,100.0,1092.0,0.204,0.19,0.1778,92992.0,112.304,-2.63243,0.240768,-54.4337,1.97263,1.17265,2.726611698630137,2.63243,2.543378821917808,2.473750328767123,-6.720167627989929,28846.11270470371,33510.14205183375,0.6551724137931042,0.571428571428572,0.745794036391351,0.7177734731917679,0.6499026104133478,11
Round_8_Hoosier_R25B_16x7p5_10_on_7in_12psi_PAC02_UM2,R25B 16x7p5_10 on 7in 12 psi,round8_fabricated_longitudinal_um3,R25B,16x7p5_10,7in,12.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x7p5_10_on_7in_12psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.602857142857143,1.4466666666666668,1.6811111111111112,6.775012698412699,1.6514285714285715,1.4155555555555555,1.7566666666666668,7.204977777777778,1.7485714285714287,1.3844444444444444,1.8888888888888893,7.9837936507936496,1.8942857142857144,1.3377777777777777,2.058888888888889,9.082695238095237,2.0885714285714285,1.0733333333333333,2.285555555555556,9.939657142857143,1.7971428571428572,1.3315555555555554,1.9342222222222225,8.1972273015873,185.43673411613923,1397.444329894622,1,28.088389541211903,3.0,654.0,100.0,1091.0,0.2045,0.19,0.1778,98947.0,115.844,-2.40275,0.343535,-53.2421,2.38205,1.36502,2.5361718501529054,2.40275,2.273530412844037,2.173726666666667,-10.35582179863064,24855.187110796025,30164.820779232727,0.34482758620689663,0.28571428571428537,0.4168429074973794,0.36193852563868273,0.33960698819586427,21
Round_8_Hoosier_R25B_16x7p5_10_on_7in_14psi_PAC02_UM2,R25B 16x7p5_10 on 7in 14 psi,round8_fabricated_longitudinal_um3,R25B,16x7p5_10,7in,14.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x7p5_10_on_7in_14psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.5542857142857143,1.4466666666666668,1.6811111111111112,6.626168253968253,1.602857142857143,1.4155555555555555,1.7566666666666668,7.048469841269841,1.7485714285714287,1.3844444444444444,1.8888888888888893,7.814765079365079,1.8942857142857144,1.3377777777777777,2.058888888888889,8.919279365079365,2.0885714285714285,1.0733333333333333,2.285555555555556,9.833015873015874,1.7777142857142856,1.3315555555555554,1.9342222222222225,8.048339682539682,189.30097306378394,1395.6197025241975,1,27.804002062655446,3.0,657.0,100.0,1092.0,0.2056,0.19,0.1778,102975.0,118.178,-2.40007,0.187328,-55.9764,2.54282,1.46608,2.4733474672754947,2.40007,2.330784301369863,2.276610298325723,-5.7639764647654514,25051.389983848527,30711.359887305105,0.27586206896551685,0.28571428571428537,0.28543393350481033,0.2897189430210888,0.2816392010765986,23
Round_8_Hoosier_R25B_16x7p5_10_on_7in_8psi_PAC02_UM2,R25B 16x7p5_10 on 7in 8 psi,round8_fabricated_longitudinal_um3,R25B,16x7p5_10,7in,8.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x7p5_10_on_7in_8psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.7000000000000002,1.4466666666666668,1.6811111111111112,7.126507936507937,1.7485714285714287,1.4155555555555555,1.7566666666666668,7.622044444444445,1.8457142857142856,1.3844444444444444,1.8888888888888893,8.432053968253967,2.04,1.3377777777777777,2.058888888888889,9.60473015873016,2.2342857142857144,1.0733333333333333,2.285555555555556,10.556568253968253,1.913714285714286,1.3315555555555554,1.9342222222222225,8.668380952380952,181.57249516849458,1401.8080454999567,1,28.48836347387321,3.0,654.0,100.0,1091.0,0.2024,0.19,0.1778,83711.0,106.553,-2.63093,0.376239,-48.3173,1.72714,1.36584,2.7770534036697248,2.63093,2.489408908256881,2.380104,-10.35790291366876,27404.776592932052,30801.255693053674,0.758620689655173,0.7142857142857146,0.8326855291988184,0.7797229633419823,0.7585401503445632,4
Round_8_Hoosier_R25B_16x7p5_10_on_8in_10psi_PAC02_UM2,R25B 16x7p5_10 on 8in 10 psi,round8_fabricated_longitudinal_um3,R25B,16x7p5_10,8in,10.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x7p5_10_on_8in_10psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.7000000000000002,1.4466666666666668,1.6811111111111112,7.099038095238095,1.7485714285714287,1.4155555555555555,1.7566666666666668,7.591390476190476,1.8457142857142856,1.3844444444444444,1.8888888888888893,8.411114285714286,2.04,1.3377777777777777,2.058888888888889,9.579796825396826,2.2342857142857144,1.0733333333333333,2.285555555555556,10.542968253968255,1.913714285714286,1.3315555555555554,1.9342222222222225,8.644861587301587,181.57249516849458,1401.8080454999567,1,28.606242706418048,3.0,656.0,100.0,1090.0,0.2029,0.19,0.2032,95619.0,115.082,-2.66736,0.257437,-62.307,2.28426,1.14173,2.767823219512195,2.66736,2.571605993902439,2.4970434481707318,-7.089225360438217,30031.457270362494,36082.015508097116,0.758620689655173,0.7142857142857146,0.8119272173001814,0.7705127736559338,0.7545053845911628,6
Round_8_Hoosier_R25B_16x7p5_10_on_8in_12psi_PAC02_UM2,R25B 16x7p5_10 on 8in 12 psi,round8_fabricated_longitudinal_um3,R25B,16x7p5_10,8in,12.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x7p5_10_on_8in_12psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.602857142857143,1.4466666666666668,1.6811111111111112,6.884676190476191,1.7000000000000002,1.4155555555555555,1.7566666666666668,7.3594888888888885,1.7971428571428572,1.3844444444444444,1.8888888888888893,8.143485714285713,1.942857142857143,1.3377777777777777,2.058888888888889,9.278546031746028,2.137142857142857,1.0733333333333333,2.285555555555556,10.153857142857142,1.8359999999999999,1.3315555555555554,1.9342222222222225,8.364010793650792,181.84308597056935,1398.713874012077,1,27.97016230668591,3.0,656.0,100.0,1093.0,0.2033,0.19,0.2032,98947.0,117.068,-2.47524,0.363312,-58.3579,2.60659,1.12666,2.617020292682927,2.47524,2.340105658536585,2.2348780975609754,-10.581294876489222,25605.2170089747,31557.110611796073,0.48275862068965464,0.428571428571428,0.5640468705344367,0.506999013193961,0.4811197397813346,16
Round_8_Hoosier_R25B_16x7p5_10_on_8in_14psi_PAC02_UM2,R25B 16x7p5_10 on 8in 14 psi,round8_fabricated_longitudinal_um3,R25B,16x7p5_10,8in,14.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x7p5_10_on_8in_14psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.5542857142857143,1.4466666666666668,1.6811111111111112,6.543273015873017,1.602857142857143,1.4155555555555555,1.7566666666666668,6.965412698412699,1.7000000000000002,1.3844444444444444,1.8888888888888893,7.7278761904761915,1.8457142857142856,1.3377777777777777,2.058888888888889,8.825374603174604,2.04,1.0733333333333333,2.285555555555556,9.749796825396825,1.7485714285714287,1.3315555555555554,1.9342222222222225,7.962346666666667,189.30097306378394,1395.6197025241975,1,28.03850481873371,3.0,656.0,100.0,1090.0,0.2043,0.19,0.2032,105251.0,137.069,-2.38567,0.0999365,-59.0535,2.54398,1.51844,2.424669609756098,2.38567,2.3484984969512195,2.319553474085366,-3.141504825993201,26379.462464307588,32369.2757552396,0.1724137931034487,0.14285714285714268,0.20953605792131094,0.2333613537516893,0.17520989381706029,25
Round_8_Hoosier_R25B_16x7p5_10_on_8in_8psi_PAC02_UM2,R25B 16x7p5_10 on 8in 8 psi,round8_fabricated_longitudinal_um3,R25B,16x7p5_10,8in,8.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x7p5_10_on_8in_8psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.7000000000000002,1.4466666666666668,1.6811111111111112,7.227266666666667,1.7485714285714287,1.4155555555555555,1.7566666666666668,7.676714285714286,1.8942857142857144,1.3844444444444444,1.8888888888888893,8.493092063492064,2.04,1.3377777777777777,2.058888888888889,9.667603174603174,2.2342857142857144,1.0733333333333333,2.285555555555556,10.623596825396827,1.9234285714285715,1.3315555555555554,1.9342222222222225,8.737654603174605,177.97884702292464,1402.363128752926,1,28.304037397339986,3.0,656.0,100.0,1093.0,0.2015,0.19,0.2032,85112.0,108.575,-2.6666,0.393318,-55.838,2.02301,1.07135,2.820089951219512,2.6666,2.5203048902439025,2.4063865670731706,-10.630336838935623,29102.12874733176,34031.06898554928,0.7931034482758622,0.7142857142857146,0.8938268076593326,0.8251160410803711,0.7877678912667894,2
