candidate_id,label,source,brand,model,family,tire_size,rim_width_in,pressure_psi,is_reference,path,use_mode,fnomin_n,fzmin_n,fzmax_n,unloaded_radius_m,width_m,rim_width_m,vertical_stiffness_n_per_m,vertical_damping_n_s_per_m,mu_y,mu_x,mu_x_to_y,ky_norm_per_rad,kx_norm,sigma_alpha_m,sigma_kappa_m,lateral_nrmse,longitudinal_nrmse,fx_combined_nrmse,fy_combined_nrmse,lateral_relaxation_sigma_rmse_m,longitudinal_combined_source,lateral_relaxation_source,notes
Round_9_Hoosier_43075_16x7p5_10_r20_7in_8psi_MF52_UM14,Hoosier 43075 16x7.5-10 7in 8 psi,round9_fitted_full_um14,Hoosier,43075,Hoosier 43075,16x7.5-10,7.0,8.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43075_16x7p5_10_r20_7in_8psi_MF52_UM14.tir,14.0,677.36,199.99,1242.1652,0.2032,0.1905,0.1778,100000.0,100.0,2.70072099,2.30969332,0.8552135998320951,40.6868167443227,47.9383836,0.4096227864648617,0.20735435732303395,0.01547116467680222,0.02318021397199719,0.04625253861541251,0.06153047346657869,nan,scaled_18in_hoosier_long_combined,"transient_step_steer_pressure_extrapolated_from:10,12,14","Round 9 fitted full UM14 tire. Longitudinal/combined source: scaled_18in_hoosier_long_combined. Lateral relaxation source: transient_step_steer_pressure_extrapolated_from:10,12,14."
Round_9_Hoosier_43075_16x7p5_10_r20_8in_10psi_MF52_UM14,Hoosier 43075 16x7.5-10 8in 10 psi,round9_fitted_full_um14,Hoosier,43075,Hoosier 43075,16x7.5-10,8.0,10.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43075_16x7p5_10_r20_8in_10psi_MF52_UM14.tir,14.0,673.84,206.2272,1176.1846,0.2032,0.1905,0.2032,100000.0,100.0,2.51404631,2.13647859,0.8498167203610502,44.57325901787114,46.0136304,0.2666452035556539,0.19942760752381725,0.009105537858104676,0.01923412980298334,0.03724784575578408,0.054905512639615066,0.020940653604096363,scaled_18in_hoosier_long_combined,transient_step_steer_fit,Round 9 fitted full UM14 tire. Longitudinal/combined source: scaled_18in_hoosier_long_combined. Lateral relaxation source: transient_step_steer_fit.
Round_9_Hoosier_43075_16x7p5_10_r20_8in_12psi_MF52_UM14,Hoosier 43075 16x7.5-10 8in 12 psi,round9_fitted_full_um14,Hoosier,43075,Hoosier 43075,16x7.5-10,8.0,12.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43075_16x7p5_10_r20_8in_12psi_MF52_UM14.tir,14.0,675.68,202.8748,1153.2321,0.2032,0.1905,0.2032,100000.0,100.0,2.43299987,2.11261156,0.8683155252285318,42.00141472639893,43.1509312,0.2394293662828982,0.19831055608448522,0.012146719337028525,0.03076707396434499,0.03922791540373015,0.05835332751872972,0.027995303607365046,scaled_18in_hoosier_long_combined,transient_step_steer_fit,Round 9 fitted full UM14 tire. Longitudinal/combined source: scaled_18in_hoosier_long_combined. Lateral relaxation source: transient_step_steer_fit.
Round_9_Hoosier_43075_16x7p5_10_r20_8in_14psi_MF52_UM14,Hoosier 43075 16x7.5-10 8in 14 psi,round9_fitted_full_um14,Hoosier,43075,Hoosier 43075,16x7.5-10,8.0,14.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43075_16x7p5_10_r20_8in_14psi_MF52_UM14.tir,14.0,674.31,201.78535,1144.51,0.2032,0.1905,0.2032,100000.0,100.0,2.40528242,2.13770756,0.888755325455711,39.67946080778996,36.0937221,0.2122135290101425,0.19948495780787076,0.00942112192652884,0.019773287231635624,0.03165798111653311,0.05264912672997758,nan,scaled_18in_hoosier_long_combined,"transient_step_steer_pressure_extrapolated_from:10,12","Round 9 fitted full UM14 tire. Longitudinal/combined source: scaled_18in_hoosier_long_combined. Lateral relaxation source: transient_step_steer_pressure_extrapolated_from:10,12."
Round_9_Hoosier_43075_16x7p5_10_r20_8in_8psi_MF52_UM14,Hoosier 43075 16x7.5-10 8in 8 psi,round9_fitted_full_um14,Hoosier,43075,Hoosier 43075,16x7.5-10,8.0,8.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43075_16x7p5_10_r20_8in_8psi_MF52_UM14.tir,14.0,668.635,206.0621,1194.1202,0.2032,0.1905,0.2032,100000.0,100.0,2.63762831,2.25573561,0.8552136028597599,45.95832145468276,53.4519301,0.29386104082840997,0.20491799802730212,0.011313435961433287,0.02318021397199719,0.04625253861541251,0.06153047346657869,nan,scaled_18in_hoosier_long_combined,"transient_step_steer_pressure_extrapolated_from:10,12","Round 9 fitted full UM14 tire. Longitudinal/combined source: scaled_18in_hoosier_long_combined. Lateral relaxation source: transient_step_steer_pressure_extrapolated_from:10,12."
Round_9_Hoosier_43100_18p0x6p0_10_r20_6in_10psi_MF52_UM14,Hoosier 43100 18.0x6.0-10 6in 10 psi,round9_fitted_full_um14,Hoosier,43100,Hoosier 43100,18.0x6.0-10,6.0,10.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43100_18p0x6p0_10_r20_6in_10psi_MF52_UM14.tir,14.0,653.56,189.0716,1345.21,0.2286,0.1524,0.1524,100000.0,100.0,2.85923962,2.24475708,0.7850888272176363,39.68081647251822,43.0784958,0.42811673992527,0.22997106896391203,0.013472385271625562,0.018686563875269173,0.05339555534457468,0.06101933230892392,0.02989129025665758,direct_drive_brake,transient_step_steer_fit,Round 9 fitted full UM14 tire. Longitudinal/combined source: direct_drive_brake. Lateral relaxation source: transient_step_steer_fit.
Round_9_Hoosier_43100_18p0x6p0_10_r20_6in_12psi_MF52_UM14,Hoosier 43100 18.0x6.0-10 6in 12 psi,round9_fitted_full_um14,Hoosier,43100,Hoosier 43100,18.0x6.0-10,6.0,12.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43100_18p0x6p0_10_r20_6in_12psi_MF52_UM14.tir,14.0,660.69,182.67,1240.536,0.2286,0.1524,0.1524,100000.0,100.0,2.61312917,2.2942621,0.8779750064938427,41.14251386292115,42.3209079,0.41429628759887815,0.23249308750880684,0.012992899675357425,0.03912068266469811,0.04656583035101348,0.05980188843306695,0.019037552078312276,direct_drive_brake,transient_step_steer_fit,Round 9 fitted full UM14 tire. Longitudinal/combined source: direct_drive_brake. Lateral relaxation source: transient_step_steer_fit.
Round_9_Hoosier_43100_18p0x6p0_10_r20_6in_14psi_MF52_UM14,Hoosier 43100 18.0x6.0-10 6in 14 psi,round9_fitted_full_um14,Hoosier,43100,Hoosier 43100,18.0x6.0-10,6.0,14.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43100_18p0x6p0_10_r20_6in_14psi_MF52_UM14.tir,14.0,677.455,184.5186,1226.3996,0.2286,0.1524,0.1524,100000.0,100.0,2.54016397,2.33604713,0.9196442267465119,39.84586582686728,36.3528091,0.3262217425903965,0.23460071410415717,0.01114559925864279,0.018856187755237074,0.03700306577552764,0.05871014963294662,0.020519316596469217,direct_drive_brake,transient_step_steer_fit,Round 9 fitted full UM14 tire. Longitudinal/combined source: direct_drive_brake. Lateral relaxation source: transient_step_steer_fit.
Round_9_Hoosier_43100_18p0x6p0_10_r20_6in_8psi_MF52_UM14,Hoosier 43100 18.0x6.0-10 6in 8 psi,round9_fitted_full_um14,Hoosier,43100,Hoosier 43100,18.0x6.0-10,6.0,8.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43100_18p0x6p0_10_r20_6in_8psi_MF52_UM14.tir,14.0,635.355,189.4681,1332.0551,0.2286,0.1524,0.1524,100000.0,100.0,2.78216351,2.73416677,0.9827484115051166,37.12592588524147,51.0403647,0.491439920706388,0.2538055003482026,0.015056651933072254,0.024614356569811275,0.06712611850050197,0.0874824963826706,nan,direct_drive_brake,"transient_step_steer_pressure_extrapolated_from:10,12,14","Round 9 fitted full UM14 tire. Longitudinal/combined source: direct_drive_brake. Lateral relaxation source: transient_step_steer_pressure_extrapolated_from:10,12,14."
Round_9_Hoosier_43100_18p0x6p0_10_r20_7in_10psi_MF52_UM14,Hoosier 43100 18.0x6.0-10 7in 10 psi,round9_fitted_full_um14,Hoosier,43100,Hoosier 43100,18.0x6.0-10,7.0,10.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43100_18p0x6p0_10_r20_7in_10psi_MF52_UM14.tir,14.0,657.54,188.6506,1238.55775,0.2286,0.1524,0.1778,100000.0,100.0,2.71740276,2.3092943,0.8498167198446505,43.27522148506757,43.5930041,0.33321373325214193,0.23325350085078747,0.012464945853591007,0.01923412980298334,0.03724784575578408,0.054905512639615066,0.031602398052621355,direct_drive_brake,transient_step_steer_fit,Round 9 fitted full UM14 tire. Longitudinal/combined source: direct_drive_brake. Lateral relaxation source: transient_step_steer_fit.
Round_9_Hoosier_43100_18p0x6p0_10_r20_7in_12psi_MF52_UM14,Hoosier 43100 18.0x6.0-10 7in 12 psi,round9_fitted_full_um14,Hoosier,43100,Hoosier 43100,18.0x6.0-10,7.0,12.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43100_18p0x6p0_10_r20_7in_12psi_MF52_UM14.tir,14.0,667.435,184.0441,1197.99385,0.2286,0.1524,0.1778,100000.0,100.0,2.60005211,2.25766561,0.8683155238761734,41.805091181337424,42.4251456,0.29928511274265046,0.23063134838190952,0.011901889086481689,0.03076707396434499,0.03922791540373015,0.05835332751872972,0.02085266065775635,direct_drive_brake,transient_step_steer_fit,Round 9 fitted full UM14 tire. Longitudinal/combined source: direct_drive_brake. Lateral relaxation source: transient_step_steer_fit.
Round_9_Hoosier_43100_18p0x6p0_10_r20_7in_14psi_MF52_UM14,Hoosier 43100 18.0x6.0-10 7in 14 psi,round9_fitted_full_um14,Hoosier,43100,Hoosier 43100,18.0x6.0-10,7.0,14.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43100_18p0x6p0_10_r20_7in_14psi_MF52_UM14.tir,14.0,676.145,185.9634,1182.18245,0.2286,0.1524,0.1778,100000.0,100.0,2.59358465,2.30506217,0.8887553255684174,39.57490387826565,36.0965769,0.25736943397062895,0.23303966676377097,0.009588555616790916,0.019773287231635624,0.03165798111653311,0.05264912672997758,0.01677247822669971,direct_drive_brake,transient_step_steer_fit,Round 9 fitted full UM14 tire. Longitudinal/combined source: direct_drive_brake. Lateral relaxation source: transient_step_steer_fit.
Round_9_Hoosier_43100_18p0x6p0_10_r20_7in_8psi_MF52_UM14,Hoosier 43100 18.0x6.0-10 7in 8 psi,round9_fitted_full_um14,Hoosier,43100,Hoosier 43100,18.0x6.0-10,7.0,8.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43100_18p0x6p0_10_r20_7in_8psi_MF52_UM14.tir,14.0,655.625,189.06,1354.7806,0.2286,0.1524,0.1778,100000.0,100.0,2.79164727,2.38745472,0.8552136029706934,41.96132081676181,47.8536185,0.3724670592699866,0.23716800520634762,0.014752549993847052,0.02318021397199719,0.04625253861541251,0.06153047346657869,nan,direct_drive_brake,"transient_step_steer_pressure_extrapolated_from:10,12,14","Round 9 fitted full UM14 tire. Longitudinal/combined source: direct_drive_brake. Lateral relaxation source: transient_step_steer_pressure_extrapolated_from:10,12,14."
Round_9_Hoosier_43164_20p5x7p0_13_r20_7in_10psi_MF52_UM14,Hoosier 43164 20.5x7.0-13 7in 10 psi,round9_fitted_full_um14,Hoosier,43164,Hoosier 43164,20.5x7.0-13,7.0,10.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43164_20p5x7p0_13_r20_7in_10psi_MF52_UM14.tir,14.0,675.34,197.2205,1661.21255,0.26035,0.1778,0.1778,100000.0,100.0,2.59236308,2.28013078,0.8795568790464335,58.55493883007636,53.316589,0.2272515529877991,0.26396707709148354,0.009859072308925488,0.017444875088806006,0.03271618138251581,0.04277647261124149,0.02836477480893314,direct_drive_brake,transient_step_steer_fit,Round 9 fitted full UM14 tire. Longitudinal/combined source: direct_drive_brake. Lateral relaxation source: transient_step_steer_fit.
Round_9_Hoosier_43164_20p5x7p0_13_r20_7in_12psi_MF52_UM14,Hoosier 43164 20.5x7.0-13 7in 12 psi,round9_fitted_full_um14,Hoosier,43164,Hoosier 43164,20.5x7.0-13,7.0,12.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43164_20p5x7p0_13_r20_7in_12psi_MF52_UM14.tir,14.0,672.745,191.7603,1651.5163,0.26035,0.1778,0.1778,100000.0,100.0,2.43702433,2.25182647,0.9240065609029026,53.93647687684661,48.3504968,0.2246701673050575,0.2623235890216202,0.01175299751174544,0.027253324269045094,0.03683822658421897,0.049116167105519616,0.0220334827546831,direct_drive_brake,transient_step_steer_fit,Round 9 fitted full UM14 tire. Longitudinal/combined source: direct_drive_brake. Lateral relaxation source: transient_step_steer_fit.
Round_9_Hoosier_43164_20p5x7p0_13_r20_7in_14psi_MF52_UM14,Hoosier 43164 20.5x7.0-13 7in 14 psi,round9_fitted_full_um14,Hoosier,43164,Hoosier 43164,20.5x7.0-13,7.0,14.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43164_20p5x7p0_13_r20_7in_14psi_MF52_UM14.tir,14.0,676.91,189.3,1643.0724,0.26035,0.1778,0.1778,100000.0,100.0,2.41795409,2.1646946,0.8952587681265693,49.63012662885156,42.3935327,0.18357702602355008,0.2571983642561491,0.009881651679783379,0.01830979882951201,0.027335665593571288,0.04072534749177963,0.016869746813895484,direct_drive_brake,transient_step_steer_fit,Round 9 fitted full UM14 tire. Longitudinal/combined source: direct_drive_brake. Lateral relaxation source: transient_step_steer_fit.
Round_9_Hoosier_43164_20p5x7p0_13_r20_7in_8psi_MF52_UM14,Hoosier 43164 20.5x7.0-13 7in 8 psi,round9_fitted_full_um14,Hoosier,43164,Hoosier 43164,20.5x7.0-13,7.0,8.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43164_20p5x7p0_13_r20_7in_8psi_MF52_UM14.tir,14.0,663.535,196.156,1693.17735,0.26035,0.1778,0.1778,100000.0,100.0,2.72638259,2.67173632,0.9799564924598495,61.482967996967936,57.1029317,0.2555074424030511,0.28573713272903917,0.013285671320862611,0.02419278396495591,0.03205592521471669,0.051126821599831666,nan,direct_drive_brake,"transient_step_steer_pressure_extrapolated_from:10,12,14","Round 9 fitted full UM14 tire. Longitudinal/combined source: direct_drive_brake. Lateral relaxation source: transient_step_steer_pressure_extrapolated_from:10,12,14."
Round_9_Hoosier_43164_20p5x7p0_13_r20_8in_10psi_MF52_UM14,Hoosier 43164 20.5x7.0-13 8in 10 psi,round9_fitted_full_um14,Hoosier,43164,Hoosier 43164,20.5x7.0-13,8.0,10.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43164_20p5x7p0_13_r20_8in_10psi_MF52_UM14.tir,14.0,675.86,192.2222,1640.51695,0.26035,0.1778,0.2032,100000.0,100.0,2.55902372,2.30113106,0.899222247146658,61.02185612870107,49.9937047,0.21899830486027133,0.26517987562513484,0.01013891722509217,0.01877202032693241,0.0342214089861881,0.04400195326077168,0.009859800362135988,direct_drive_brake,transient_step_steer_fit,Round 9 fitted full UM14 tire. Longitudinal/combined source: direct_drive_brake. Lateral relaxation source: transient_step_steer_fit.
Round_9_Hoosier_43164_20p5x7p0_13_r20_8in_12psi_MF52_UM14,Hoosier 43164 20.5x7.0-13 8in 12 psi,round9_fitted_full_um14,Hoosier,43164,Hoosier 43164,20.5x7.0-13,8.0,12.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43164_20p5x7p0_13_r20_8in_12psi_MF52_UM14.tir,14.0,675.2,191.0354,1627.3868,0.26035,0.1778,0.2032,100000.0,100.0,2.4308088,2.21698127,0.9120344101107417,54.97845048064342,47.1353952,0.19802702492760957,0.2602860527362264,0.011933580753670453,0.027821095668275366,0.037391684444223125,0.0526477085277188,0.012418445653169005,direct_drive_brake,transient_step_steer_fit,Round 9 fitted full UM14 tire. Longitudinal/combined source: direct_drive_brake. Lateral relaxation source: transient_step_steer_fit.
Round_9_Hoosier_43164_20p5x7p0_13_r20_8in_14psi_MF52_UM14,Hoosier 43164 20.5x7.0-13 8in 14 psi,round9_fitted_full_um14,Hoosier,43164,Hoosier 43164,20.5x7.0-13,8.0,14.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43164_20p5x7p0_13_r20_8in_14psi_MF52_UM14.tir,14.0,673.085,190.3824,1623.4176,0.26035,0.1778,0.2032,100000.0,100.0,2.38573392,2.11841433,0.8879507946133406,50.6806334353809,41.5125544,0.16181330255771087,0.2544341126723892,0.010063318646945549,0.020165779529893752,0.027534985703528084,0.04381096733552143,0.011959208630777114,direct_drive_brake,transient_step_steer_fit,Round 9 fitted full UM14 tire. Longitudinal/combined source: direct_drive_brake. Lateral relaxation source: transient_step_steer_fit.
Round_9_Hoosier_43164_20p5x7p0_13_r20_8in_8psi_MF52_UM14,Hoosier 43164 20.5x7.0-13 8in 8 psi,round9_fitted_full_um14,Hoosier,43164,Hoosier 43164,20.5x7.0-13,8.0,8.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43164_20p5x7p0_13_r20_8in_8psi_MF52_UM14.tir,14.0,669.72,191.52,1653.6003,0.26035,0.1778,0.2032,100000.0,100.0,2.60096285,2.7538331,1.058774484226101,63.79259008133046,52.2578174,0.2501312130844242,0.2900939645727674,0.010658874097903304,0.025568931912393233,0.03314913705518968,0.046174628718118935,nan,direct_drive_brake,"transient_step_steer_pressure_extrapolated_from:10,12,14","Round 9 fitted full UM14 tire. Longitudinal/combined source: direct_drive_brake. Lateral relaxation source: transient_step_steer_pressure_extrapolated_from:10,12,14."
Round_9_MRF_ZTD1_18x6p0_10_6in_10psi_MF52_UM14,MRF ZTD1 18x6.0-10 6in 10 psi,round9_fitted_full_um14,MRF,ZTD1,MRF ZTD1,18x6.0-10,6.0,10.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_MRF_ZTD1_18x6p0_10_6in_10psi_MF52_UM14.tir,14.0,672.485,193.9591,1211.85795,0.2286,0.1524,0.1524,100000.0,100.0,1.89149276,1.69576824,0.8965237805086814,53.8417389483526,60.3576108,0.3118781058070842,0.19988112149146,0.009710628753828832,0.022679192203658775,0.044672913019048605,0.047633632912005515,0.03412177740969503,direct_drive_brake,transient_step_steer_fit,Round 9 fitted full UM14 tire. Longitudinal/combined source: direct_drive_brake. Lateral relaxation source: transient_step_steer_fit.
Round_9_MRF_ZTD1_18x6p0_10_6in_12psi_MF52_UM14,MRF ZTD1 18x6.0-10 6in 12 psi,round9_fitted_full_um14,MRF,ZTD1,MRF ZTD1,18x6.0-10,6.0,12.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_MRF_ZTD1_18x6p0_10_6in_12psi_MF52_UM14.tir,14.0,673.495,192.80775,1197.96225,0.2286,0.1524,0.1524,100000.0,100.0,1.93219145,1.69215318,0.8757688996087837,52.92900273069694,59.9415758,0.2865531287457057,0.19966795344679203,0.014663978248077669,0.025775766557089574,0.04235419196964997,0.05088178400798947,0.02784524113448777,direct_drive_brake,transient_step_steer_fit,Round 9 fitted full UM14 tire. Longitudinal/combined source: direct_drive_brake. Lateral relaxation source: transient_step_steer_fit.
Round_9_MRF_ZTD1_18x6p0_10_6in_14psi_MF52_UM14,MRF ZTD1 18x6.0-10 6in 14 psi,round9_fitted_full_um14,MRF,ZTD1,MRF ZTD1,18x6.0-10,6.0,14.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_MRF_ZTD1_18x6p0_10_6in_14psi_MF52_UM14.tir,14.0,671.885,194.99,1189.3974,0.2286,0.1524,0.1524,100000.0,100.0,1.89633987,1.70089453,0.8969354897337047,52.44980091817196,53.1799661,0.2744411167863313,0.2001830130307552,0.010145282998025152,0.02407705719176004,0.03754294524653402,0.046077300500748895,0.02623085770856985,direct_drive_brake,transient_step_steer_fit,Round 9 fitted full UM14 tire. Longitudinal/combined source: direct_drive_brake. Lateral relaxation source: transient_step_steer_fit.
Round_9_MRF_ZTD1_18x6p0_10_6in_8psi_MF52_UM14,MRF ZTD1 18x6.0-10 6in 8 psi,round9_fitted_full_um14,MRF,ZTD1,MRF ZTD1,18x6.0-10,6.0,8.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_MRF_ZTD1_18x6p0_10_6in_8psi_MF52_UM14.tir,14.0,669.345,193.5199,1225.47685,0.2286,0.1524,0.1524,100000.0,100.0,1.98090517,1.7729277,0.8950088711212764,50.88962406072481,66.2028206,0.3283944394671266,0.20437795149475718,0.010948828059007626,0.023691754659445872,0.05856750955070785,0.0522830625836456,nan,direct_drive_brake,"transient_step_steer_pressure_extrapolated_from:10,12,14","Round 9 fitted full UM14 tire. Longitudinal/combined source: direct_drive_brake. Lateral relaxation source: transient_step_steer_pressure_extrapolated_from:10,12,14."
Round_9_MRF_ZTD1_18x6p0_10_7in_10psi_MF52_UM14,MRF ZTD1 18x6.0-10 7in 10 psi,round9_fitted_full_um14,MRF,ZTD1,MRF ZTD1,18x6.0-10,7.0,10.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_MRF_ZTD1_18x6p0_10_7in_10psi_MF52_UM14.tir,14.0,670.57,185.3146,1184.86385,0.2286,0.1524,0.1778,100000.0,100.0,1.90675844,1.68204943,0.8821512965218604,58.58793880878458,59.62447,0.268011036987331,0.19907095819673898,0.008373210648959161,0.022267207819244923,0.03641335515491917,0.045288341803539085,0.042601472414499,direct_drive_brake,transient_step_steer_fit,Round 9 fitted full UM14 tire. Longitudinal/combined source: direct_drive_brake. Lateral relaxation source: transient_step_steer_fit.
Round_9_MRF_ZTD1_18x6p0_10_7in_12psi_MF52_UM14,MRF ZTD1 18x6.0-10 7in 12 psi,round9_fitted_full_um14,MRF,ZTD1,MRF ZTD1,18x6.0-10,7.0,12.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_MRF_ZTD1_18x6p0_10_7in_12psi_MF52_UM14.tir,14.0,676.185,185.40715,1178.4714,0.2286,0.1524,0.1778,100000.0,100.0,1.89375098,1.7333917,0.9153218761634647,56.80207770673706,61.076834,0.2511386662581048,0.20208630630663682,0.009149662120612764,0.026463822244347093,0.04007287126428126,0.055710652355344,0.029929274145908295,direct_drive_brake,transient_step_steer_fit,Round 9 fitted full UM14 tire. Longitudinal/combined source: direct_drive_brake. Lateral relaxation source: transient_step_steer_fit.
Round_9_MRF_ZTD1_18x6p0_10_7in_14psi_MF52_UM14,MRF ZTD1 18x6.0-10 7in 14 psi,round9_fitted_full_um14,MRF,ZTD1,MRF ZTD1,18x6.0-10,7.0,14.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_MRF_ZTD1_18x6p0_10_7in_14psi_MF52_UM14.tir,14.0,673.865,181.93,1171.124,0.2286,0.1524,0.1778,100000.0,100.0,1.86389753,1.71815851,0.9218095320937519,54.865225139929095,56.3257587,0.2361247244860921,0.20119637111413158,0.0088123908232163,0.024147481393337115,0.032459632307446126,0.04645572527307804,0.024604867129376908,direct_drive_brake,transient_step_steer_fit,Round 9 fitted full UM14 tire. Longitudinal/combined source: direct_drive_brake. Lateral relaxation source: transient_step_steer_fit.
Round_9_MRF_ZTD1_18x6p0_10_7in_8psi_MF52_UM14,MRF ZTD1 18x6.0-10 7in 8 psi,round9_fitted_full_um14,MRF,ZTD1,MRF ZTD1,18x6.0-10,7.0,8.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_MRF_ZTD1_18x6p0_10_7in_8psi_MF52_UM14.tir,14.0,672.6,188.4282,1195.9457,0.2286,0.1524,0.1778,100000.0,100.0,1.91726656,1.7435525,0.9093949356734204,55.95485254815727,58.8217694,0.2836444550784146,0.20267773596685085,0.009325319079422495,0.021308430160646343,0.04131423524545521,0.04618404528262497,nan,direct_drive_brake,"transient_step_steer_pressure_extrapolated_from:10,12,14","Round 9 fitted full UM14 tire. Longitudinal/combined source: direct_drive_brake. Lateral relaxation source: transient_step_steer_pressure_extrapolated_from:10,12,14."
